ID,HashTags,TweetText,mentions_other,User,ritter_candidates,calai_candidates,stanford_candidates
1864,,LOOK AT HER ☹️,,alessiaskiwi,,[],
1865,"raccoon, raccoonwashing, WangoTango, UFC211","Crazy Raccoon Gosha Loves Washing Everything ,,, ",raccoon gosha,sebastianmack14,crazy raccoon gosha loves washing everything,[],
1866,,@TeamMileyyLA Best performance?,,PopPoIls,,[],
1867,WangoTango,New music from @NiallOfficial 🙌🏼🙌🏼🙌🏼,,LuckyDeviani,,[],
1868,,WHAAAAAAATTTTTTT,,shiningstar324,,[],
1869,"WangoTango, StayTogether",Loving @noahcyrus at  with her new single,,captain_smores,,[],
1870,"maroon5, WangoTango",on stage now,,MVanterpool,,[],
1871,WangoTango,".@NiallOfficial @LiamPayne Niall no backstage do , em San Diego. (13/05)",";niall, san diego;",Team1D_Family,san diego,['san diego'],niall
1872,wangotango,"What can I say, it's complicated  @Camila_Cabello @machinegunkelly   ",,nathalia9901,,[],
1873,WangoTango,BABY YOU'RE A FIREWORK 🎇🎇🎇 @katyperry  Watch live:,,slayprismatic,,[],
1874,,this ain't right he's supposed to be up there with him,,littIman,,[],
1875,WangoTango,Camila on the  yellow carpet.,camila,francy_lolo,camila,[],camila
1876,,Katy baby no what is you doing???!! 😷 my ears,katy;,casschrysler,,[],katy
1877,WangoTango,.@aaroncarter is back 🙌🏼🙌🏼🙌🏼,;,NJHLove93,,[],
1878,WangoTango,Look whose dressing rooms we found 🤗,,gabii97_leal,,[],
1879,WangoTango,Camila blowing kisses on the  yellow carpet 😘 | @iHeartRadio,camila,Mitzi_Quiroz,,[],camila
1880,WangoTango,"@SofiaCarson via @favecelebz instagram stories at   How can one person be so perfect? She is stunning.  Love her  
@1027KIISFM",;;;,SofiaCarson_JLS,,[],
1881,WangoTango,Hailee Steinfeld performs onstage during 102.7 KIIS FM's 2017  on May 13 in California.,"hailee steinfeld, california, may 13",SummerBowden4,"hailee steinfeld,california","['102.7 kiis fm', 'california']","hailee steinfeld,california."
1882,WangoTango,.@sofiacarson looking gorgeous at  today! ❤️,;;,danniel_mtz98,,[],
1883,WangoTango,Niall en el  😍😍,niall,we_ndoly,,[],niall en el ����
1884,WangoTango,Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Califor…,"hailee steinfeld, machine gun kelly, may 13",RizelleAubrey,"steinfeld,machine gun kelly",['102.7 kiis fm'],hailee steinfeld
1885,WangoTango,. @aaroncarter is up next at our  Village.,;,NJHLove93,our village,[],
1886,WANGOTANGO,LIAM EN  . -CT♡,liam;,NEIDA_1D200,liam,['liam en'],liam en
1887,WangoTango,AWWW! @MileyCyrus &amp; @noahcyrus surprised their mom with a birthday cake at !  ,;,buterabelxo,,[],
1888,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO","Camila's M&amp;G on  

  ",camila,garciacabello2,camila 's m&g,['m&g'],
1889,"WangoTango, PREMIOSMTVMIAW","Today is  She's going to make another incredible performance! Go @Camila_Cabello FLACA 
",;,TifanyBelleth,,[],
1890,WangoTango,"Niall performing at 102.7 KIIS FM’s 2017  •May 13th, 2017! /isa

©  courtneyjbarry",niall;;;,LouisTommo1DUK,,['102.7 kiis fm'],"niall,kiis"
1891,wangotango,"Sparkle Queens!  @musickillskate @stassi 
・・・
Hanging out with our wang out.  ",;;;;,PumpRulesPod,sparkle queens,[],
1892,WangoTango,"Brb, @LiamPayne is at !!! 
 ",,touchinghalsey,,[],
1893,"WangoTango, SlowHands, proud",.@NiallOfficial had all of  swooning over  &amp; more! ,,Selxna1D,,[],
1894,WangoTango,I LOVE MAROON 5,maroon 5,Gaby_991,,[],
1895,WangoTango,"Hailee Steinfeld no Instagram Story da @Sisanie.
 ","hailee steinfeld, instagram",SummerBowden4,,['instagram'],hailee steinfeld
1896,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",2015 Outfit iconico,,garciacabello2,,[],
1897,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",Camila tonight via @901Music.,camila,garciacabello2,camila,[],camila
1898,WangoTango,My poor Niam heart ,niam,simplizziety,,[],niam
1899,WangoTango,excited for  tonight!!! see all of your beautiful faces there,;,louismyilusion,,[],
1900,WangoTango,Niall cantando 'On the Loose' esta tarde en el !,"niall cantando, on the loose",janettaguillon,,"[""'on the loose'""]",niall
1901,WangoTango,.@HaileeSteinfeld looked SO gorgeous up on our  stage! ,,RosseJ_MY,,[],
1902,"WangoTango, M5OnWangoTango",I WANT THAT RED VELVET I WANT THAT SUGAR SWEET,,queenbiass,,[],
1903,WangoTango,SURPRISE. Liam Payne just showed up on the  yellow carpet 🔥 | @iHeartRadio,; liam payne,ajengfbrhm,liam payne,['liam payne'],liam payne
1904,WangoTango,This is,,grandefthaIsey,,[],
1905,WangoTango,"Liam Payne, Sofia Carson and Jordan Fisher Attend Wango Tango!  ","liam payne, sofia carson, jordan fisher, wango tango",srfHOPE2413,"liam payne,sofia carson,jordan fisher,wango tango","['liam payne', 'sofia carson', 'jordan fisher', 'wango tango']","liam payne, sofia carson,jordan fisher"
1906,,So proud of this girl👏👏👏luv u so much,,zel_alcazar,,[],
1907,"UFC211, WangoTango, trndnl","⒈ 
⒉ Woodley
⒊ 
⒋ Kate Bush
⒌ Leeds Bradford Airport

2017/5/14 04:53 BST",woodley;kate bush; leeds bradford airport;,trendinaliaGB,"kate bush,leeds bradford",['⒈ \n⒉ woodley\n⒊ \n⒋ kate bush\n⒌ leeds bradford airport'],"kate bush,leeds bradford airport"
1908,WangoTango,HQ: Alessia backstage at  today,alessia,outlawsharmony,,[],alessia
1909,WangoTango,📸 | Liam at  tonight -5,liam,xElaPayneX,liam,[],liam
1910,WangoTango,"Slay, @HaileeSteinfeld!",,onedire79089870,,[],
1911,WangoTango,Camila no yellow carpet do  (HQ),camila,teenwolflovato,,[],camila
1912,WangoTango,Photos of Katy walking the  carpet (via @katyspics),katy,heartedkaty,,[],katy
1913,WangoTango,"Hailee Steinfeld cantando ""Starving"" no  - 13 de maio.","hailee steinfeld, cantando, starving",SummerBowden4,hailee steinfeld,[],hailee steinfeld
1914,WangoTango,Camila on the yellow carpet at,camila,Harmo__Army,camila,[],camila
1915,WangoTango,.@aaroncarter hanging out at  Watch at,,jbeliebaa,watch,[],
1916,,get this mess off my timeline,,nialItheking,,[],
1917,,she's cute,,beIievelovato,,[],
1918,,LOL LOL I AM ON TOP!!!!!,,YasminGoddess3,,[],
1919,WangoTango,Camila on stage at .,camila,dangerouscasey,camila,[],camila
1920,WangoTango,"i never needed you like i do right now, i never hated you like i do right now ",,niallretardada,,[],
1921,WangoTango,tribute to PRINCE 💜💜  awesome!! @maroon5,prince;,slorena415,prince,"['prince', 'prince']",
1922,WangoTango,IG | Kells no Instagram story da @HaileeSteinfeld.,";kells, instagram story",MGKUpdateBR,,['instagram'],kells
1923,"Malibu, WangoTango",.@MileyCyrus performed her new single  for the FIRST TIME at @1027KIISFM ! See the video! -&gt;,;;,madipokey123,,[],
1924,WangoTango,"Niall cantando On The Loose en el  . -CT♡

","niall cantando, on the loose;",NEIDA_1D200,,[],niall
1925,"ostrich, ostrichski, WangoTango, UFC211","Ostriches tried on skiing gear, and what happened next will stun you! ,,, ",ostriches;,andrewl34343982,,[],
1926,WangoTango,"May 13th: Niall performing ""On The Loose"" (via @chxudry) (2)","may 13, niall, on the loose",93_irishboy,on the loose,"['""on the loose""']",niall
1927,WangoTango,Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Cali…,"haille steinfeld, machine gun kelly, may 13, cali",alreg50,"steinfeld,machine gun kelly","['102.7 kiis fm', 'cali']",hailee steinfeld
1928,WANGOTANGO,@LiamPayne watching @NiallOfficial at,,LittlxTomlinson,,[],
1929,WangoTango,"🎥 | Niall performando ""Scared To Be Lonely"" (via @chxudry) (2)","niall, scared to be lonely",1DinfiniteZayn,,[],niall
1930,WangoTango,".@NiallOfficial @CapitolRecords Niall on stage at  

That beautiful smile give me peace",;niall;;,NiallsGaIlery,,[],niall
1931,WangoTango,Miley performing We Can't Stop! ,"miley, we can't stop",tinaalovesyou,,['we can'],miley
1932,,wtf is this,,jaureguichken,,[],
1933,WangoTango,Camila and @machinegunkelly on stage at .,camila,LalYazareth,,[],camila
1934,,Daddy [De Zayn] ahre.,,lxrry_comeout,,[],
1935,,OHNYGOD,,niallxkyungsoo,,[],
1936,WangoTango,I'm pumped for zedd,zedd,devonkosa,,[],
1937,WangoTango,Introduced @noahcyrus with mom and she crushed it :),,noahcyrus,,[],
1938,WangoTango,"@Camila_Cabello I love you, I'm so proud of you although you won't see this message and you won't follow me, you are amazing❤❤ ",,migueltv2504,,[],
1939,WangoTango,"YAS CAMILA, SLAY THAT WANGO TANGO STAGE!  ",camila,1DCarolinaMB,,['wango tango'],
1940,"WangoTango, Malibu",.@1027KIISFM   Can't wait for my first performance EVER of  🌊,,NaxhiooMunk,,[],
1941,WangoTango,Camila with fans backstage at,camila,saiiapichaya,camila,[],camila
1942,,And Miley singing Jolene is my ultimate crack. Her backyard sessions are so so good. So powerful.  WATCH THEM.,"miley, jolene;;;",SelenaGotMeLike,"miley,jolene",[],"miley,jolene"
1943,"WangoTango, Malibu","This is just the beginning y'all ✌🏽 
  ",,OurFemaleRebel,,[],
1944,WANGOTANGO,You don't understand. @maroon5 is just heart eyes motherfucker.,;,punsNpuppies,,[],
1945,WangoTango,Camila no Instagram story da @ashlee_juno,"camila, instagram",Cclmjauregui,,['instagram'],camila
1946,WangoTango,Niall perfoming 'On the Loose' at  (via @1027KIISFM),"niall, on the loose",oneuriection,,"[""'on the loose'""]",niall
1947,,OH SHIT,,seventeenlogic,,[],
1948,WangoTango,Niall is on the carpet!! 🔥 Who's excited to see him on stage tonight?! | @iHeartRadio,niall;;,MimiShikshin,,[],niall
1949,WangoTango,We ran into a fan at  who had some special words for @NiallOfficial! ❤️❤️❤️,;,paralesrosalyn,,[],
1950,"NowPlaying, WangoTango","""Let's Go Crazy"" by Prince - covered by @maroon5, live at","let's go crazy, prince",dc408dxnow,"let 's go crazy,prince","['prince', 'prince', '""let\'s go crazy""']",
1951,WangoTango,Normila is alive omg,normila,iggzdistortion,,[],
1952,"Issues, WangoTango",.@imjmichaels KILLED her performance of !   💫 💫 💫,;,CSchevoli,,[],
1953,,Camila's cute belly 😁,camila,Micaycay__,camila,[],
1954,WangoTango,Niall performing at,niall,suckMatty,,[],niall
1955,WangoTango,Camila and @machinegunkelly on stage at,camila,itsAshLopez,,[],camila
1956,WangoTango,"100% point on vocals 
100% point on styles 
100% point on body 
What a great queen 😌👏🏻",;;;,SabrinaPerdom,,['queen'],
1957,WangoTango,Niam together in  is the only thing today that makes me happy ❤️❤️,niall,NataliastylesHa,,[],niam
1958,WangoTango,📸 | Liam at  tonight  [@901Music],liam,xElaPayneX,liam,[],liam
1959,WangoTango,📲 || Liam backstage at,liam,1DUpdateOT4,,[],liam
1960,WangoTango,Cyrus ladies times three onstage at ! ❤️ @MileyCyrus @noahcyrus @tishcyrus,cyrus;,cyrxspxrpose,cyrus,[],cyrus
1961,WangoTango,.@RyanSeacrest can't help but join the @maroon5 party!!!!,;,1027KIISFM,,[],
1962,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO","Camila on the backstage of  

  ",camila,garciacabello2,camila,[],camila
1963,WangoTango,"I love that Maroon 5 is getting to perform so many songs. I hope @backstreetboys gets the same, if not more, amount time.",maroon 5;,berrydelicious,maroon 5,[],
1964,"Awesometech, hightech, WangoTango, UFC211","2015 Modular Phone: Project Ara ,,,",,rachelnorth4241,,[],
1965,CC1isComing,"CAMILA CABELLO IS COMING FOR BLOOD PASS IT ON 
 ",camila cabello,cuhbaeyofine,camila cabello,['camila cabello'],camila cabello
1966,WangoTango,ON THE LOOSE IS A FUCKIN JAAAAAM MY GUYS,on the loose,MairasLouis,,[],
1967,WangoTango,.@haileesteinfeld watching and supporting @imjmichaels backstage at  ❤️,,JuliaMichaelsPH,,[],
1968,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO","Camila on 's yellow carpet.

  ",camila,garciacabello2,camila,[],camila
1969,WangoTango,Camila con @JoJoWright (via Instagram de jojowright),camila,Pau2_5H,,['instagram'],camila
1970,"eurovision, UFC211, WhitePeople, zachbrownbandlive, SamuraiJack, WangoTango","50 COLORS!

      trump 1sssjxjxjxbxbdbdbbdbds",;,NexxgenCo,,[],
1971,"WangoTango, M5OnWangoTango",YES PLEASE MORE MAROON 5 ❤,maroon 5,katyloveM5,,[],
1972,"Funny, Funnyvideo, WangoTango, UFC211","Brilliant Recreation for Jurassic World Trailer ,,, ",jurassic world,johnduncan2021,,[],
1973,WangoTango,Camila and @machinegunkelly during their performance on  (@MarcusRFrancis on Instagram story)…,camila,garciacabello2,,['instagram'],camila
1974,WangoTango,Niall in @Chelsea_Briggs' Instagram story (May 13th),niall,claramo2018,,[],niall
1975,WangoTango,📸 | Liam at  tonight,liam,xElaPayneX,liam,[],liam
1976,WangoTango,Niall on the yellow carpet at  💛,niall,NiallsGaIlery,,[],niall
1977,WangoTango,Katy singing Dark Horse at . @katyperry,"katy, dark horse;",slayprismatic,,['dark horse'],katy
1978,WangoTango,"Liam watching Niall performing at .
They're definitely friendship goals.
@NiallOfficial @LiamPayne I love you both!! ","liam, niall;;",Solo0t5rise,liam,[],"liam,niall"
1979,WangoTango,liam no @1027KIISFM,liam,flavotinha,,[],
1980,WangoTango,"Hailee Steinfeld com o @JoJoWright.
 ",hailee steinfeld,SummerBowden4,,[],hailee steinfeld
1981,WANGOTANGO,@adamlevine is so fucken hottttt,,KarinaJauregui,,[],
1982,WangoTango,On my way to @1027KIISFM . I'm presenting! Who's gonna be there?! 😆👌🏽,;;;,captain_smores,,[],
1983,WangoTango,Camila is going on soon! We're live on Instagram (@901Music). Follow along there! | @iHeartRadio,;;;,JhorellyM,camila,['instagram'],camila
1984,"Funnyanimal, funnyelephant, WangoTango, UFC211","Clumsy Baby Elephant ,,, ",,stephenblake451,,[],
1985,,IM SCREAMING JOLENE IS SUCH AN ICONIC SONG,jolene,swirlkj,jolene,[],jolene
1986,WangoTango,Niall in justinstirling's Instagram story (May 13th),"niall, instagram",93_irishboy,instagram,['instagram'],niall
1987,,Here's the video of Miley &amp; Noah singing Happy Birthday to @tishcyrus 🎊🎂❤️,"miley, noah",khelms1998,"miley,noah",[],miley &amp; noah
1988,WangoTango,"AHHHHH
CAUSE BABY TONIGHT WE'RE BEAUTIFUL NOWWW!!!!!  @Zedd",;;,SilviaCR48lm,,[],
1989,WangoTango,"Niall cantando This Town no  !!
 ","niall cantando, this town",flavotinha,,[],niall
1990,WangoTango,"VIDEO || Niall walking around at  today ! 

 ",;,LanaJPradipta,,[],niall
1991,WangoTango,"NIAM 
HARRY CANTANDO SC
HS1
LIAM SINGLE 
2017 SALVO",niam; harry cantando;; liam;salvo,luanaborstnez,harry cantando sc hs1 liam,"['liam single', 'harry cantando sc']",niam
1992,WangoTango,On The Loose via @chxudry.,on the loose,analuiza13792,,[],
1993,WangoTango,posted at,,TatiNuniez,,[],
1994,WangoTango,"Niall cantando Scared to be lonely en el  . -CT♡

","niall cantando, scared to be lonely;",NEIDA_1D200,,[],niall
1995,WangoTango,Queen @camila_cabello! ❤️👑,;,AlannnaDrummond,queen,['queen'],
1996,"Amazing, funny, WangoTango, UFC211","Chris Pratt and Jimmy Fallon Sing ""Nonsense Karaoke"" ,,, ","chris pratt, jimmy fallon, nonsense karaoke",neilfisher235,"chris pratt,jimmy fallon sing,nonsense karaoke","['jimmy fallon', 'chris pratt']","chris pratt,jimmy fallon"
1997,"WangoTango, BeltandRoad"," 

Keep moving.",,AlifaaSz80mpx,,[],
1998,WangoTango,Backstage babes @MileyCyrus x @halsey 😍🔥🎉,,iRespectMiley,,[],
1999,,Is everything okay at home @katyperry?,,laurengosolo,,[],
2000,WangoTango,THEY INTERVIEWED LIAM I'M SO GLAD THAT I'M WATCHING 😭😭😭,liam,lonelycurlshes,,[],
2001,WangoTango,Liam is so fine what on earth,liam,_JasonBrown21,liam,[],liam
2002,"UFC211, WangoTango, LaDivinaComida, MinhaMãeSempreDiz",World Trends:  | Portugal |  |  | | Free Unfollow Unfollowers |,portugal,appunfollowers,portugal,['portugal'],portugal
2003,"UFC211, SNLLiveCoastToCoast, zacbrownbandlive, SamuraiJack","Look Full Photo ini 






Bobby Ryan
Frankie ",; bobby ryan; frankie,JuliaSarah99,bobby ryan,['bobby ryan'],bobby ryan frankie
2004,WangoTango,Who else wants a private serenade from @NiallOfficial?!!?? 🙋,,aliensnaspceshp,,[],
2005,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO","Camila and @machinegunkelly performing on  (@iHeartRadio on Snapchat)

  ",camila,garciacabello2,,['snapchat'],camila
2006,WangoTango,Niall at  yellow carpet!!,niall,1DIndiaTour,,[],niall
2007,WangoTango,Gorgeous as always! Hi @Camila_Cabello 👋🏼😘,;,saiiapichaya,,[],
2008,,i LOVE how she sings this,,dejavunarryy,,[],
2009,"wangotango, UPGRADE",I want front row   @1027kiisfm,,NexusSocialLA,,[],
2010,WangoTango,Camila on @iHeartRadio's snapchat story,camila,LalYazareth,camila,[],camila
2011,"hamster, cutehamster, WangoTango, UFC211","The Carrot is Always Mike’s Favorite ,,, ",mike,LittleJonnySmit,carrot,[],
2012,WangoTango,"May 13th: Niall performing ""Slow Hands"" (via @chxudry) (2)","niall, slow hands",nece_tibbit007,,"['""slow hands""']",niall
2013,WangoTango,Camila durante Bad Things no  (via @CabellosEffect),camila,defensecabeIlo,camila,[],camila
2014,WangoTango,Camila durante Bad Things no  (via @TigerBeatNow no Snapchat),camila,screammila,camila,['snapchat'],camila
2015,WangoTango,Camila on stage at .,camila,LalYazareth,camila,[],camila
2016,,"HE WAS SO NERVOUS THAT DAY, ",,baeLucz,,[],
2017,WangoTango,Camila durante Bad Things no  (via @avaxcabello),camila,defensecabeIlo,camila,[],camila
2018,"Funnycat, adorable, WangoTango, UFC211","Dogs Annoying Cats with Their Friendship ,,, ",,sueskinner8591,cats,[],
2019,WangoTango,"Katy's  performance just ended! Set list: Chained To The Rhythm, Teenage Dream, Firework, Dark Horse, E.T., Roar and Bon Appétit.",katy; e.t. bon appétit,heartedkaty,"katy,teenage dream,firework,dark horse,e.t.","['dark horse', 'bon appétit', 'bon appétit']",bon appétit.
2020,,im not emotional,,snugglyoongs,,[],
2021,WangoTango,CES 2016: Google's Project Tango phone dances with Lenovo for its first consumer outing,"ces, google project tango, lenovo",scienceLeMagazi,"google,project tango,lenovo","['lenovo', 'google']",lenovo
2022,,"So proud of this family.
",,crazyforholt,,[],
2023,WangoTango,insensibles💔,,vodkalaurenss,,[],
2024,WangoTango,Show has been amazing but I only came to see @TanyaRad @1027KIISFM,,joorshao,,[],
2025,,this whole look is so forced,,laurengirlxxv2,,[],
