ID,HashTags,TweetText,mentions_other,mentions_other_limited_types,URLs,User
1232,social distancing,"@realDonaldTrump Governor Cuomo does a superb briefing each day, and did you notice even the briefing room practice…","Trump, Governor Cuomo","Trump, Governor Cuomo",,Keith24639596
1233,social distancing,Y’all want to practice social distancing but still tailgate everyone on the road ?,,,,BENJAMINBILLZ_
1234,social distancing,Half-Ass measures are not going to work. Now that the United States has now climbed to #1 in the world in the numbe…,;United States;,;United States;,,canilor
1235,social distancing,Ironically not following guidelines on social distancing,,,,ScotIndyDebate
1236,social distancing,COVID-19 pandemic still life. Empty Tabasco bottle with a single piece of fruit and diminishing toilet roll practic…,COVID-19;Tabasco;,;;,,GazzaMorgan1
1237,social distancing,"As U.S. passes China for most Coronavirus cases, Trump to Relax Social Distancing Guidelines: WATCH LIVE…","U.S., China, Coronavirus, Trump","U.S., China, Trump",,crewislife
1238,social distancing,I see more people on social media than on social distancing #SocialDistance #SocialDistancingNow #socialmedia…,,,,Will_Know_It
1239,social distancing,Man if one more fucking person at the park doesn’t practice proper social distancing while I’m trying to run I’m ca…,,,,TimmyWaan
1240,social distancing,@robaeprice @techinsider doesn’t volunteering actively go against the notion of social distancing? Not trying to sound insensitive,;;,;;,,ChrisUdoeyop
1241,social distancing,@JuliansRum I have an idea.. With everything pretty much shut down how about using those NHL hockey referees. Get…,;;;,;;;,,JimmyFalk5
1242,social distancing,Went to the park today. Good to see all the adults social distancing but teens are still acting the maggot. Came ac…,;;;,;;;,,HarkerRyan_
1243,social distancing,"@vcdgf555 They asked to borrow my inflatable dinghy, ""just in case"", I had to refuse due to social distancing and wot not....",,,,rocketron101
1244,social distancing,@IainDale How to practice social distancing on social media? Actually a serious issue for those who don't want to b…,;;,;;,,JeremyOrnstin
1245,social distancing,KEEP IN MIND WE WILL BE USING NETFLIX PARTY TO VIEW SIMULTANEOUSLY....SOCIAL DISTANCING IS A MUST,NETFLIX;;,NETFLIX;;,,Queenbecca23
1246,social distancing,Matt went on spring break not social distancing in Florida to see family. He is now posting about it casually in a…,"Matt,Florida;;","Matt,Florida;;",,okconover
1247,social distancing,What do you do when someone is walking toward you and not practicing proper social distancing? Give them the ol’ fl…,;;,;;,,carlosmcfield
1248,social distancing,"Day 3 lockdown 07:59 by the oak tree on the Common. Beautiful morning, hands freezing. Human social distancing and…",oak;;;,;;;,,SotonCommonF
1249,social distancing,"@3sidedstory @JoeBiden At least one person in Kentucky is infected after taking part at a ""Coronavirus party"" with…","Kentucky, coronavirus",Kentucky,,surf_witch
1250,social distancing,Featured #WritingIdea: How are you staying connected in a time of social distancing?,,,,mywriteabout
1251,social distancing,@bobertshmobert I saw WA just prohibited all recreational fishing for at least 2 weeks to enforce social distancing.,WA,WA,,CliffordTheHutt
1252,social distancing,Florida customers angered by Home Depot social distancing rules via @nbcnews,Florida,Florida,,nymiami24
1253,social distancing,@simontucker1979 Have seen May/June. But might be pessimistic prediction not taking into account social distancing.…,;;,;;,,here_comes_B
1254,social distancing,"@PynkEmber You are really good at finding posts that I would like, thank you for being so kind and sharing those wi…",,,,LadyTennisBall
1255,social distancing,"With quarantines and social distancing efforts in effect, more people are turning to online services to create will…",,,,taynelawgroup
1256,social distancing,WHY IS THERE SO MANY TIK TOK APPS??? WHAT IS THIS A FAMILY REUNION??? SOCIAL DISTANCING BITCH WHICH ONE IS WHICH,;;;,;;;,,tompoklove
1257,social distancing,Social distancing in action.... or not,,,,NickDM
1258,social distancing,@pcprosperie @CNBC Social Distancing,,,,TylerTroutmanTX
1259,social distancing,"@mavismoney1 Like he said in his broadcast sell from home, trust me pple will always buy dis essential commodities…",,,,kesiena_lilian
1260,social distancing,"After going to get foodstuffs for self isolation, I realized that social distancing and self isolation is mostly on…",,,,Layefa_og
1261,social distancing,"@christianfunpod Is it just the social distancing, or is stubble-faced Kevin a snack?",Kevin,Kevin,,micah_iguess
1262,social distancing,? Fatbeam’s field workforce will continue to maintain our current networks while also practicing social distancing.…,Fatbeam,,,FatbeamLLC
1263,social distancing,"Sweet, but always social distancing.",,,,leticia_creates
1264,social distancing,Some people clearly don't watch the news! Tsk? Ni nyoko ya'nyoko? social distancing ya pa 100%,;;;;,;;;;,,natalieomo
1265,social distancing,Social distancing has its benefits! Family pool day! #wemaynothaveitalltogetherbuttogetherwehaveitall…,;;,;;,,kimberlycrewc6
1266,social distancing,"With quarantines and social distancing efforts in effect, more people are turning to online services to create will…",,,,LeslieHTayneEsq
1267,social distancing,My dog is barking at ppl outside who aren’t social distancing lol,,,,ashmich954
1268,social distancing,@HLCityhall Saw a group of about 15-20 teenagers playing full court basketball at Jacobson Park yesterday... these…,Jacobson Park,,,AyeeeeJ
1269,social distancing,@prettysmilenae Oh okay. We need to go... after social distancing of course lol.,;;;,;;;,,mishcapish
1270,social distancing,There was a personal training session occurring in the park near my house this morning. The trainer had his dog run…,;;,;;,,SaxonBekah
1271,social distancing,@LipglossMAFFIA It's like this social distancing is helping people come up with various brands of stupid.,,,,Lagos_Tout
1272,social distancing,@tania_dg All it takes is for the health care system to get overwhelmed and the deaths will sky rocket. Hope these…,;;,;;,,SantinoFasulo
1273,social distancing,I love when customers come to my job and get upset with me when we are busy “We are suppose to be six feet apart.…,,,,mina_trinity
1274,social distancing,This message can't be repeated often enough. Please practice social distancing and share this message!,;;,;;,,IndianaDCS
1275,social distancing,@Perers71 social distancing bringing us closer together,,,,BaitTheLines
1276,social distancing,@SigneSJohansen Hi Signe. Absolutely loving SOLO at the mo. In these social distancing days and being home alone (b…,Signe;SOLO;;,Signe;;;,,jane_padgham
1277,social distancing,Bored and on a budget? Here's how to read for free while social distancing,;;,;;,,CBRealtyTeam1
1278,social distancing,Garda patrols to be stepped up to enforce social distancing in parks and amenities |,Garda,,,evekelliher
1279,social distancing,"BROWARD COUNTY, Fla. ? Is urging its residents to remain at home and only leave for essen…",BROWARD;;,BROWARD;;,,ptso4phs
1280,social distancing,Social distancing,,,,NanaYaw_Charles
1281,social distancing,"@ShainLab @daniela_oaks We've been social distancing for weeks now in Mex City. However, not everyone is able to do it.",Mex City;;,Mex City;;,,jrncarlock
1282,social distancing,Let us all work together to protect ourselves and others. Remember to wash your hands. Practice social distancing.…,;;;,;;;,,ImpairedIntel
1283,social distancing,"I love using quarantine as an out for dudes asking to hang out. Sorry, love, I'm social distancing.",;;,;;,,itssonoisy
1284,social distancing,Cops ticketing ppl driving others who aren't family member. If u & spouse don’t have same address u can get fined $…,;;,;;,,tahitisounds
1285,social distancing,These may help???,,,,DavidSinSmith
1286,social distancing,@NspPeters @thefriddler1 My ball has been “social distancing “ from the center of the clubface for some time now.,,,,countertopguy1
1287,social distancing,@CoreenaSuares2 People don’t have food. So they will move. This will happen more and more. Goodbye social distancing for the privileged!,;;;;,;;;;,,FreedomSutra
1288,social distancing,ready for a another day quarantine and social distancing ?????,,,,eternally_j8ded
1289,social distancing,My healthcare is social distancing until always,,,,ItsJacobMarley
1290,social distancing,"@ElizabethBanks @VancityReynolds Greta vid, but needs more Social distancing",Greta,Greta,,OneHundredX1
1291,social distancing,Testing the new social distancing recording set-up with Peter Gott @Sillfieldfarm on how farmers markets are adapti…,Peter Gott,Peter Gott,,CazGraham1
1292,social distancing,Practice social distancing the llama method. Or just stay home and play video games like me.,;;,;;,,llamatodd
1293,social distancing,@ChouhanShivraj Social distancing banaye rahe manyawar.,,,,sahu_subhash
1294,social distancing,@i_theindian That is not social distancing.,,,,SusanMarie_NY
1295,social distancing,"vektroid please drop no earth early , the fate of my sanity during social distancing corona-tine depends on it",vektroid,vektroid,,monokhromatics
1296,social distancing,@twty007 @rsdarnell @WhiteHouse @realDonaldTrump Perhaps you should tell us why the orange adderall sniffer and his…,,,,serge1610
1297,social distancing,One of the good things to come out of social distancing rn is even if tempted I can’t cut my hair so I might actual…,,,,Diana7595
1298,social distancing,@Ladi_Dairo ???? e say deactivate... I swear I feel the same .. this social distancing is exposing people like mad…,;;;,;;;,,sheislolade
1299,social distancing,"Social distancing day 8, Our 15th Wedding Anniversary #StayHomeSaveLives #gin",,,,SharonChamberl8
1300,social distancing,Someone please explain social distancing to my cat 'cus he needs to leave me the FUCK ALONE while I sleep ?,,,,FormyOnMain
1301,social distancing,@foxnews @foxnewspolitics @seanhannity i hope some lawyer takes on a class action suit against you for this,,,,shenif
1302,social distancing,Being sure to practice social distancing! Becky from Hubertus picked up this new 2019 Chevy Colorado. Thank you new…,";Becky,Hubertus,Chevy Colorado;;",";Becky,Hubertus,Chevy Colorado;;",,GriffinChevyWI
