ID,HashTags,TweetText,mentions_other,output_mentions
1904,WangoTango,This is,,[[]]
1905,WangoTango,"Liam Payne, Sofia Carson and Jordan Fisher Attend Wango Tango!  ","liam payne, sofia carson, jordan fisher, wango tango","[['liam payne', 'carson', 'wango tango']]"
1906,,So proud of this girl👏👏👏luv u so much,,[[]]
1907,"UFC211, WangoTango, trndnl","⒈ 
⒉ Woodley
⒊ 
⒋ Kate Bush
⒌ Leeds Bradford Airport

2017/5/14 04:53 BST",woodley;kate bush; leeds bradford airport;,"[['bush'], ['bradford'], [], []]"
1908,WangoTango,HQ: Alessia backstage at  today,alessia,"[['hq', 'alessia']]"
1909,WangoTango,📸 | Liam at  tonight -5,liam,[['liam']]
1910,WangoTango,"Slay, @HaileeSteinfeld!",,[[]]
1911,WangoTango,Camila no yellow carpet do  (HQ),camila,[['hq']]
1912,WangoTango,Photos of Katy walking the  carpet (via @katyspics),katy,[[]]
1913,WangoTango,"Hailee Steinfeld cantando ""Starving"" no  - 13 de maio.","hailee steinfeld, cantando, starving",[['hailee steinfeld']]
1914,WangoTango,Camila on the yellow carpet at,camila,[[]]
1915,WangoTango,.@aaroncarter hanging out at  Watch at,,[[]]
1916,,get this mess off my timeline,,[[]]
1917,,she's cute,,[[]]
1918,,LOL LOL I AM ON TOP!!!!!,,[[]]
1919,WangoTango,Camila on stage at .,camila,[[]]
1920,WangoTango,"i never needed you like i do right now, i never hated you like i do right now ",,[[]]
1921,WangoTango,tribute to PRINCE 💜💜  awesome!! @maroon5,prince;,"[['prince'], []]"
1922,WangoTango,IG | Kells no Instagram story da @HaileeSteinfeld.,";kells, instagram story",[['instagram']]
1923,"Malibu, WangoTango",.@MileyCyrus performed her new single  for the FIRST TIME at @1027KIISFM ! See the video! -&gt;,;;,"[[], [], []]"
1924,WangoTango,"Niall cantando On The Loose en el  . -CT♡

","niall cantando, on the loose;","[[], ['on the loose']]"
1925,"ostrich, ostrichski, WangoTango, UFC211","Ostriches tried on skiing gear, and what happened next will stun you! ,,, ",ostriches;,"[[], []]"
1926,WangoTango,"May 13th: Niall performing ""On The Loose"" (via @chxudry) (2)","may 13, niall, on the loose",[['on the loose']]
1927,WangoTango,Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Cali…,"haille steinfeld, machine gun kelly, may 13, cali",[['hailee steinfeld']]
1928,WANGOTANGO,@LiamPayne watching @NiallOfficial at,,[[]]
1929,WangoTango,"🎥 | Niall performando ""Scared To Be Lonely"" (via @chxudry) (2)","niall, scared to be lonely",[[]]
1930,WangoTango,".@NiallOfficial @CapitolRecords Niall on stage at  

That beautiful smile give me peace",;niall;;,"[[], []]"
1931,WangoTango,Miley performing We Can't Stop! ,"miley, we can't stop",[[]]
1932,,wtf is this,,[[]]
1933,WangoTango,Camila and @machinegunkelly on stage at .,camila,[[]]
1934,,Daddy [De Zayn] ahre.,,[['zayn']]
1935,,OHNYGOD,,[[]]
1936,WangoTango,I'm pumped for zedd,zedd,[['zedd']]
1937,WangoTango,Introduced @noahcyrus with mom and she crushed it :),,[[]]
1938,WangoTango,"@Camila_Cabello I love you, I'm so proud of you although you won't see this message and you won't follow me, you are amazing❤❤ ",,[[]]
1939,WangoTango,"YAS CAMILA, SLAY THAT WANGO TANGO STAGE!  ",camila,[['wango tango']]
1940,"WangoTango, Malibu",.@1027KIISFM   Can't wait for my first performance EVER of  🌊,,[[]]
1941,WangoTango,Camila with fans backstage at,camila,[[]]
1942,,And Miley singing Jolene is my ultimate crack. Her backyard sessions are so so good. So powerful.  WATCH THEM.,"miley, jolene;;;","[[], [], [], ['jolene']]"
1943,"WangoTango, Malibu","This is just the beginning y'all ✌🏽 
  ",,[[]]
1944,WANGOTANGO,You don't understand. @maroon5 is just heart eyes motherfucker.,;,"[[], []]"
1945,WangoTango,Camila no Instagram story da @ashlee_juno,"camila, instagram",[['instagram']]
1946,WangoTango,Niall perfoming 'On the Loose' at  (via @1027KIISFM),"niall, on the loose",[['on the loose']]
1947,,OH SHIT,,[[]]
1948,WangoTango,Niall is on the carpet!! 🔥 Who's excited to see him on stage tonight?! | @iHeartRadio,niall;;,"[[], [], []]"
1949,WangoTango,We ran into a fan at  who had some special words for @NiallOfficial! ❤️❤️❤️,;,"[[], []]"
1950,"NowPlaying, WangoTango","""Let's Go Crazy"" by Prince - covered by @maroon5, live at","let's go crazy, prince",[['prince']]
1951,WangoTango,Normila is alive omg,normila,[[]]
1952,"Issues, WangoTango",.@imjmichaels KILLED her performance of !   💫 💫 💫,;,"[[], []]"
1953,,Camila's cute belly 😁,camila,[[]]
1954,WangoTango,Niall performing at,niall,[[]]
1955,WangoTango,Camila and @machinegunkelly on stage at,camila,[[]]
1956,WangoTango,"100% point on vocals 
100% point on styles 
100% point on body 
What a great queen 😌👏🏻",;;;,"[[], [], [], []]"
1957,WangoTango,Niam together in  is the only thing today that makes me happy ❤️❤️,niall,[['niam']]
1958,WangoTango,📸 | Liam at  tonight  [@901Music],liam,[['liam']]
1959,WangoTango,📲 || Liam backstage at,liam,[['liam']]
1960,WangoTango,Cyrus ladies times three onstage at ! ❤️ @MileyCyrus @noahcyrus @tishcyrus,cyrus;,"[[], []]"
1961,WangoTango,.@RyanSeacrest can't help but join the @maroon5 party!!!!,;,[[]]
1962,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO","Camila on the backstage of  

  ",camila,[[]]
1963,WangoTango,"I love that Maroon 5 is getting to perform so many songs. I hope @backstreetboys gets the same, if not more, amount time.",maroon 5;,"[[], []]"
1964,"Awesometech, hightech, WangoTango, UFC211","2015 Modular Phone: Project Ara ,,,",,[[]]
1965,CC1isComing,"CAMILA CABELLO IS COMING FOR BLOOD PASS IT ON 
 ",camila cabello,[['camila cabello']]
1966,WangoTango,ON THE LOOSE IS A FUCKIN JAAAAAM MY GUYS,on the loose,[['on the loose']]
1967,WangoTango,.@haileesteinfeld watching and supporting @imjmichaels backstage at  ❤️,,[[]]
1968,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO","Camila on 's yellow carpet.

  ",camila,[[]]
1969,WangoTango,Camila con @JoJoWright (via Instagram de jojowright),camila,[['instagram']]
1970,"eurovision, UFC211, WhitePeople, zachbrownbandlive, SamuraiJack, WangoTango","50 COLORS!

      trump 1sssjxjxjxbxbdbdbbdbds",;,"[[], ['trump']]"
1971,"WangoTango, M5OnWangoTango",YES PLEASE MORE MAROON 5 ❤,maroon 5,[[]]
1972,"Funny, Funnyvideo, WangoTango, UFC211","Brilliant Recreation for Jurassic World Trailer ,,, ",jurassic world,[[]]
1973,WangoTango,Camila and @machinegunkelly during their performance on  (@MarcusRFrancis on Instagram story)…,camila,[['instagram']]
1974,WangoTango,Niall in @Chelsea_Briggs' Instagram story (May 13th),niall,[['instagram']]
1975,WangoTango,📸 | Liam at  tonight,liam,[['liam']]
1976,WangoTango,Niall on the yellow carpet at  💛,niall,[[]]
1977,WangoTango,Katy singing Dark Horse at . @katyperry,"katy, dark horse;","[[], []]"
1978,WangoTango,"Liam watching Niall performing at .
They're definitely friendship goals.
@NiallOfficial @LiamPayne I love you both!! ","liam, niall;;","[[], [], ['liam']]"
1979,WangoTango,liam no @1027KIISFM,liam,[['liam']]
1980,WangoTango,"Hailee Steinfeld com o @JoJoWright.
 ",hailee steinfeld,[['hailee steinfeld']]
1981,WANGOTANGO,@adamlevine is so fucken hottttt,,[[]]
1982,WangoTango,On my way to @1027KIISFM . I'm presenting! Who's gonna be there?! 😆👌🏽,;;;,"[[], [], [], []]"
1983,WangoTango,Camila is going on soon! We're live on Instagram (@901Music). Follow along there! | @iHeartRadio,;;;,"[[], ['instagram'], [], []]"
1984,"Funnyanimal, funnyelephant, WangoTango, UFC211","Clumsy Baby Elephant ,,, ",,[[]]
1985,,IM SCREAMING JOLENE IS SUCH AN ICONIC SONG,jolene,[['jolene']]
1986,WangoTango,Niall in justinstirling's Instagram story (May 13th),"niall, instagram",[['instagram']]
1987,,Here's the video of Miley &amp; Noah singing Happy Birthday to @tishcyrus 🎊🎂❤️,"miley, noah",[[]]
1988,WangoTango,"AHHHHH
CAUSE BABY TONIGHT WE'RE BEAUTIFUL NOWWW!!!!!  @Zedd",;;,"[[], [], []]"
1989,WangoTango,"Niall cantando This Town no  !!
 ","niall cantando, this town",[['this town']]
1990,WangoTango,"VIDEO || Niall walking around at  today ! 

 ",;,[[]]
1991,WangoTango,"NIAM 
HARRY CANTANDO SC
HS1
LIAM SINGLE 
2017 SALVO",niam; harry cantando;; liam;salvo,"[['niam'], [], ['liam'], [], []]"
1992,WangoTango,On The Loose via @chxudry.,on the loose,[['on the loose']]
1993,WangoTango,posted at,,[[]]
1994,WangoTango,"Niall cantando Scared to be lonely en el  . -CT♡

","niall cantando, scared to be lonely;","[[], []]"
1995,WangoTango,Queen @camila_cabello! ❤️👑,;,"[[], []]"
1996,"Amazing, funny, WangoTango, UFC211","Chris Pratt and Jimmy Fallon Sing ""Nonsense Karaoke"" ,,, ","chris pratt, jimmy fallon, nonsense karaoke",[[]]
1997,"WangoTango, BeltandRoad"," 

Keep moving.",,[[]]
1998,WangoTango,Backstage babes @MileyCyrus x @halsey 😍🔥🎉,,[[]]
1999,,Is everything okay at home @katyperry?,,[[]]
2000,WangoTango,THEY INTERVIEWED LIAM I'M SO GLAD THAT I'M WATCHING 😭😭😭,liam,[['liam']]
2001,WangoTango,Liam is so fine what on earth,liam,[['liam']]
2002,"UFC211, WangoTango, LaDivinaComida, MinhaMãeSempreDiz",World Trends:  | Portugal |  |  | | Free Unfollow Unfollowers |,portugal,[['portugal']]
2003,"UFC211, SNLLiveCoastToCoast, zacbrownbandlive, SamuraiJack","Look Full Photo ini 






Bobby Ryan
Frankie ",; bobby ryan; frankie,"[[], ['frankie'], []]"
2004,WangoTango,Who else wants a private serenade from @NiallOfficial?!!?? 🙋,,[[]]
2005,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO","Camila and @machinegunkelly performing on  (@iHeartRadio on Snapchat)

  ",camila,[['snapchat']]
2006,WangoTango,Niall at  yellow carpet!!,niall,[[]]
2007,WangoTango,Gorgeous as always! Hi @Camila_Cabello 👋🏼😘,;,"[[], []]"
2008,,i LOVE how she sings this,,[[]]
2009,"wangotango, UPGRADE",I want front row   @1027kiisfm,,[[]]
2010,WangoTango,Camila on @iHeartRadio's snapchat story,camila,[['snapchat']]
2011,"hamster, cutehamster, WangoTango, UFC211","The Carrot is Always Mike’s Favorite ,,, ",mike,[[]]
2012,WangoTango,"May 13th: Niall performing ""Slow Hands"" (via @chxudry) (2)","niall, slow hands",[['slow hands']]
2013,WangoTango,Camila durante Bad Things no  (via @CabellosEffect),camila,[['bad things']]
2014,WangoTango,Camila durante Bad Things no  (via @TigerBeatNow no Snapchat),camila,"[['bad things', 'snapchat']]"
2015,WangoTango,Camila on stage at .,camila,[[]]
2016,,"HE WAS SO NERVOUS THAT DAY, ",,[[]]
2017,WangoTango,Camila durante Bad Things no  (via @avaxcabello),camila,[['bad things']]
2018,"Funnycat, adorable, WangoTango, UFC211","Dogs Annoying Cats with Their Friendship ,,, ",,[[]]
2019,WangoTango,"Katy's  performance just ended! Set list: Chained To The Rhythm, Teenage Dream, Firework, Dark Horse, E.T., Roar and Bon Appétit.",katy; e.t. bon appétit,"[[], []]"
2020,,im not emotional,,[[]]
2021,WangoTango,CES 2016: Google's Project Tango phone dances with Lenovo for its first consumer outing,"ces, google project tango, lenovo",[[]]
2022,,"So proud of this family.
",,[[]]
2023,WangoTango,insensibles💔,,[[]]
2024,WangoTango,Show has been amazing but I only came to see @TanyaRad @1027KIISFM,,[[]]
2025,,this whole look is so forced,,[[]]
2026,,@PCamilaCabello Best performance?,,[[]]
2027,WangoTango,She might not need anyone else but we NEED you @HaileeSteinfeld!!!!!,,[[]]
2028,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO","Camila on @Chelsea_Briggs Instagram story. 

   ",camila,[['instagram']]
2029,WangoTango,We Can't Stop!,,[[]]
2030,WangoTango,ADAM LEVINE'S GUITAR SOLO JUST KILLED ME,adam levine,[[]]
2031,wangotango,miley is the best idol you can have,miley,[[]]
2032,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO","HQ | Camila no yellow carpet do  

  ",camila,[['hq']]
2033,WangoTango,A GODDESS @katyperry 💋,,[[]]
2034,"Adorable, chameleon, WangoTango, UFC211","Chameleon Loves to Pop Bubbles ,,, ",chameleon,[[]]
2035,WangoTango,"Niall cantando ""On The Loose"" esta tarden en el ! (2)","niall cantando, on the loose;","[[], ['on the loose']]"
2036,WangoTango,"Niall en el backstage del  .-CT♡

",niall;,[[]]
2037,WangoTango,📸 | Niall autografando posters no backstage do  .,niall,[[]]
2038,WangoTango,Niall no backstage do  ontem - 13/05.,niall,[[]]
2039,"cutebunny, adorablebunny, WangoTango, UFC211","How good is this bunny at playing Jenga game will surprise you! ,,, ",jenga;,"[[], []]"
2040,WangoTango,"Niall apresentando 'This Town' no . 
","niall, this town;",[['this town']]
2041,"getmarried, usingsiri, WangoTango, UFC211","Using Siri To Get Married ,,, ",siri,[[]]
2042,,suicide,,[[]]
2043,Malibu,.@MileyCyrus takes us to ! ✌️,;,"[[], []]"
2044,WangoTango,Miley backstage with fans.,miley,[[]]
2045,,Tomorrow 🙌,,[[]]
2046,WANGOTANGO,".@aaroncarter just remixed ""I Want Candy"" &amp; we CANNOT DEAL 😫😫😫   ",i want candy,[[]]
2047,WangoTango,Niall cantando This Town en el !!❤,"niall cantando, this town;","[[], ['this town']]"
2048,"PHOTO, WangoTango",| @katyperry at  with her niece Stella and @Geli's daughter ❤️,stella,[[]]
2049,"Funnyanimal, funnyelephant, WangoTango, UFC211","Baby Elephant Bathing ,,, ",baby elephant,[[]]
2050,,this all looks like such a forced image by his label lmao,,[[]]
2051,WangoTango,Niall onstage at @1027KIISFM  today!,niall,[[]]
2052,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO","Camila no backstage do  

  ",camila,[[]]
2053,WangoTango,Pics of Miley performing,miley,[[]]
2054,"Amazing, slowmotion, WangoTango, UFC211","Giant Star Wars LEGO Super Star Destroyer Shattered in Slow Motion ,,, ","star wars, lego",[[]]
2055,WangoTango,Niall in courtneyjbarry's Instagram story (May 13th),"niall, instagram",[['instagram']]
2056,WangoTango,We are loving this powerful performance from @HaileeSteinfeld and @machinegunkelly,,[[]]
2057,"UFC211, WangoTango",The fandom might as well be in the  right now with all the things the boys are throwing at us right now @LiamPayne  Niall,niall,[[]]
2058,,SUCH A BEBBEEEEE,,[[]]
2059,WangoTango,OMG NIAM JUST MET!!!,niam,[['niam']]
2060,WangoTango,"Time to drop the bass, 'cause Zedd's performing next! ",zedd,[['zedd']]
2061,WangoTango,Liam watching Niall Horan perform at,"liam, niall horan, niall",[['liam']]
2062,,that's hot,,[[]]
2063,"Malibu, WangoTango",We LOVE  @MileyCyrus!   🎈,,[[]]
2064,WangoTango,Camila and @machinegunkelly performing Bad Things tonight at,"camila, bad things",[['bad things']]
2065,WhitePeople,"Which group is the most oppressed?

",,[[]]
2066,WhitePeople,"Is there such thing as white privilege?

",,[[]]
2067,WhitePeople,"The Govt census now considers Hispanics white.
What is all of this fuss?
  ",hispanics;,"[[], []]"
2068,WhitePeople,is trending for everyone to hate on Whites and If your a white male who's proud of his heritage you're a racist fucking NAZI,"whites, nazi",[[]]
2069,,"Wait, what? This makes no sense. How can a group of people not have a ""culture""? Everyone has culture. ",;;;;,"[[], [], [], []]"
2070,WhitePeople,"When  set their minds towards a goal there is nothing they cannot accomplish.
Be proud of your heritage… ",;;,"[[], []]"
2071,WhitePeople," Don't Lose Your Head
Children as young as five turned into executioners   via… ",;,"[[], []]"
2072,WhitePeople,"Without , blacks would still be in slavery. My ancestors fought and died to end it. Where are my repara… ",;;,"[[], [], []]"
2073,,No society ever thrived because it had a large and growing class of parasites living off those who produce. ~Thomas…,;,"[[], []]"
2074,,"Villain to the left ✔
Developed the most successful tolerant societies in history ✔
Now let leftists try to destroy them✔
 
",;;,"[[], [], []]"
2075,WhitePeople,I'm an anti-racist so that means I hate all,,[[]]
2076,,tariq na-sherlock holmes at it again,tariq,[[]]
2077,whitepeople,"Take a look at Trump supporters on the  hashtag - totally ""not-racist"" ",trump,[['trump']]
2078,"WhitePeople, WhiteHistoryMonth",@BancoRana @Rambobiggs  need TRUE Equality,,[[]]
2079,whitepeople,"Yikes  is full of some serious, top notch shit",,[[]]
2080,WhitePeople,Not really sure why  would be trending. Sad to see many fellow liberals are attacking my skin color while republicans defend it.,; republicans,"[[], []]"
2081,,"@ferree_g @_Makada_ Democrats tried to normalize hatred against whites for political power, that's what nappened. Right @johngreen? ",democrats;,"[['democrats'], []]"
2082,"whitepeople, MAGA","I'm not , but my husband is and we love Trump, because in spite of the dummies on the left, he is ",trump,[['trump']]
2083,WhitePeople,""" fought to free themselves, then they fought to free black people, then they fought to free women."" -H… ",;;,"[[], []]"
2084,,As do I. Very grateful to ancestors who came 2 USA LEGALLY to give me blessing of Freedom! RT if you are too!,; usa;,"[[], ['usa'], []]"
2085,WhitePeople,at least I don't fuck my son like Mexican fem do lolol,mexican,[[]]
2086,,"Correct. If you're not racist, nothing about this should offend you. 👏🏼 ",;;,"[[], [], []]"
2087,"dank, WhitePeople","When your mom passes the family school shooting gun down to you ..
  ",,[[]]
2088,,This tweet is what this hashtag should be used for,,[[]]
2089,,Who ever told U 2B ashamed? Atrocities commited by Europeans against indigenous people worldwide NOTHING2 B rejoicing N. Europeans R Great!,; europeans; europeans,"[[], ['europeans', 'europeans']]"
2090,,"I've never been asked by POC to feel ashamed for my skin color. Ironic as POC are told to feel ashamed for theirs every day.

",poc; poc,"[['poc'], ['poc']]"
2091,,"(((us)))

You have to go back. ",;;,"[[], []]"
2092,,"Shut up, you shithouse. ",,[[]]
2093,WhitePeople,it's been fun and remember stay white keep out of the sun stop taking heroin quit sleeping with your kids and you'll prosper,,[[]]
2094,WhitePeople,Yo did y'all peep this hashtag trending? Lmao cus why,;,"[[], []]"
2095,BlackGirlMagic,"Thx. Please forward the name of your plastic surgeon. And which  lips did u opt for? Small, medium,… ",;;;,"[[], [], [], []]"
2096,,Can I rt this 10 times?🙃,,[[]]
2097,WhitePeople,problems,,[[]]
2098,WhitePeople,lives will always matter,,[[]]
2099,WhitePeople,"@Xintani_ 👈just make some shit up..no one will care.
 ",,[[]]
2100,"WattersWorld, JudgeJeanine, Whitepeople","What's up Chuck.
   ",chuck,[[]]
2101,WhitePeople,@lxrdkayy I just HATE when Liberals accuse NICE  Trump supporters &amp; GOP racist! Breaks my heart!,"trump, gop;","[['trump', 'gop'], []]"
2102,whitepeople,why is  trending?,,[[]]
2103,"WhitePeople, WhitePeople",": we are conquerors! Be proud of your white skin! 

Also : REVERSE RACISM IS AS BAD AS RACISM ",;;,"[[], [], []]"
2104,,Not a conservative but I kind of agree with this,,[[]]
2105,,"I agree!I'm proud to be white too &amp; everyone should be proud of their race no matter what, it's just showing God gratitude.  ",,[['god']]
