ID,HashTags,TweetText,annotation_limited types,ritter_candidates,calai_candidates,stanford_candidates,User
2003,,"@null Rabu , 09 September 2015 Jam 01:28 #AutoFreeFollowers",,,['gop'],"house,gop",88weighted
2004,,I'm not ready for school tomorrow,,,['gop'],"house,gop",88weighted
2005,,"“@AP : BREAKING : Senior defense official : 1 dead , 14 injured in Fort Hood shooting . ” Again ?",Fort Hood,,['gop'],"house,gop",88weighted
2006,,Each week I get sicker and sicker with these shooting . I don't know if we'll ever find a solution . #ChattanoogaShooting,,,['gop'],"house,gop",88weighted
2007,,"I know the Michele Obama lunches suck , but shooting everyone is too much #Marysville I wish school was only about bad lunches not shootings",,,['gop'],"house,gop",88weighted
2008,,UCLA Health Says 4.5 M May Be Affected In Data Breach : Attackers accessed parts of the computer network that co ...,UCLA Health,,['gop'],"house,gop",88weighted
2009,,"techytutorssd : #letsFootball #atk #1stChampion June 27 , 2015 at 06:13 AM",,,['gop'],"house,gop",88weighted
2010,,RT @Harry_Styles : How is it the first of august ?!?! That means it 's only a few days until shops start putting Christmas things on shelves ..,Christmas,,['gop'],"house,gop",88weighted
2011,,Iran Quds chief visited Russia in breach of UN travel ban : sources IranTalks IranDeal,"Iran,Quds,Russia,UN",,['gop'],"house,gop",88weighted
2012,,"Shooting at a community college in Roseburg , Oregon , casualties reported , according to US media","Roseburg,Oregon,US",,['gop'],"house,gop",88weighted
2013,,#Kick2 music kummindi ... BGM kuda sariga istey malla #Kick magic may repeat @MusicThaman,,,['gop'],"house,gop",88weighted
2014,,Chemours plant in Niagara Falls plans to cut 200 jobs by Dec . 2016 @WKBW https://t.co/bv0nmSiurP,"Chemours,Niagara Falls",,['gop'],"house,gop",88weighted
2015,,You may have watched your plans fall apart in slow motion as c ... More for Aquarius,Aquarius,,['gop'],"house,gop",88weighted
2016,,RT @KiiiraRae : We go back to school next Wednesday .... Where did summer go ?,,,['gop'],"house,gop",88weighted
2017,,You may wake up convinced that there won't be sufficient time ... More for Capricorn,Capricorn,,['gop'],"house,gop",88weighted
2018,,. @EPWater says ALL customers along George Dieter/Rex Baxter now have water . A water main broke Sat . cutting off services to 524 . @CBS4Local,"George,Dieter/Rex Baxter",,['gop'],"house,gop",88weighted
2019,,#Australia on track for hottest October on #record . #Ararat is running FIVE degrees hotter than its record .,"#Australia,#Ararat",,['gop'],"house,gop",88weighted
2020,,RT @Beytell66 : Finally ! Hitting December like ... https://t.co/Fs9vnrKvFc,,,['gop'],"house,gop",88weighted
2021,,"June 09 , 2015 at 08:26 PM",,,['gop'],"house,gop",88weighted
2022,,Bode George is somewhere praying Lagosians make that costly mistake tomorrow and have them regret for the next 4years .,,,['gop'],"house,gop",88weighted
2023,,"WikiLeaks : NSA targeted German chancellery , Merkel aides : BERLIN -- WikiLeaks on Wednesday published a new lis ...","WikiLeaks,NSA,Merkel,BERLIN,WikiLeaks",,['gop'],"house,gop",88weighted
2024,,"_9ems July 02 , 2015 at 09:26 AM",,,['gop'],"house,gop",88weighted
2025,,"PSN Account Creation Issues Reported on Christmas [ UPDATE] : [ UPDATE ] Sony announced today , December 27 , that t ... https://t.co/HqOFzZQINY","PSN,Christmas,Sony",,['gop'],"house,gop",88weighted
2026,,RT @YBENETWORK : WE LIVE THIS SUNDAY . COME CHECK US OUT .,,,['gop'],"house,gop",88weighted
2027,,Down 4 in the last 3 min of the 4th quarter . Buckle up ! God I love sports . #ATLvsCAR,,,['gop'],"house,gop",88weighted
2028,,@OfficialJackson Monday Morning Church,,,['gop'],"house,gop",88weighted
2029,,Snapchat 's Security Breach Exposes Broader Mobile Vulnerabilities,Snapchat,,['gop'],"house,gop",88weighted
2030,,@ProfessorKumi that std of a 6th form,,,['gop'],"house,gop",88weighted
2031,,Happy 2nd birthday B !!!! ur so cute https://t.co/5CePQIHbGs,,,['gop'],"house,gop",88weighted
2032,,RT @abc3340 : Police conducting a homicide investigation on Avenue V after a shooting Saturday night . https://t.co/0Q94pQ9qDB,,,['gop'],"house,gop",88weighted
2033,,Mother 's Day Parade Shooting in New Orleans Ends With 12 People Wounded : Second line parades are a staple of a ...,"Mother 's Day,New Orleans",,['gop'],"house,gop",88weighted
2034,,I cant believe its only thursday !! https://t.co/2KKQm0bXg2,,,['gop'],"house,gop",88weighted
2035,,Touchnote postcard app reveals customer data breach #Archive 【Slash Gear】,"Touchnote,【Slash",,['gop'],"house,gop",88weighted
2036,,@Fishman454 next year it 's the 14th month 15th Day 2016,,,['gop'],"house,gop",88weighted
2037,,@NaimSutton_ think I might get that tomorrow,,,['gop'],"house,gop",88weighted
2038,,Merci a Caroline Cohen d'avoir repris mon papier sur Marie-Claire dans cet ouvrage collectif Merci a Bitan ...,,,['gop'],"house,gop",88weighted
2039,,"@organism Mulcair may play hookey from debates that Harper has snubbed , why ?","Mulcair,Harper",,['gop'],"house,gop",88weighted
2040,,RSVP to attend the closing event December 15 at the @Shaw_Centre in Ottawa . https://t.co/DtQH6mXk67 #MyReconciliationIncludes #TRC2015,Ottawa,,['gop'],"house,gop",88weighted
2041,,"RT @JBCrewdotcom : ( 47 ) Photos of Justin at the 2015 American Music Awards in Los Angeles , California . ( Nov 22 ) https://t.co/YPgp1CZP7R","Justin,2015 American Music Awards,Los Angeles,California",,['gop'],"house,gop",88weighted
2042,,"At least 3 officers hurt in Colorado Springs shooting , police say :",Colorado Springs,,['gop'],"house,gop",88weighted
2043,,#EXPconsulting Scammers target Dell customers after apparent data breach @expconsultinges ...,"#EXPconsulting,Dell",,['gop'],"house,gop",88weighted
2044,,RT @KABATAAN_QU0TES : Hindi masamang umasa lalo na kung pinaramdam sa'yong may aasahan ka talaga .,,,['gop'],"house,gop",88weighted
2045,,@ArianaGrande I'll Will Focus On You On October 30 ExMuch,,,['gop'],"house,gop",88weighted
2046,,Facebook experiment suggests it 's going after Medium : Facebook Notes may soon be getting a major facelift . The ...,,,['gop'],"house,gop",88weighted
2047,,@Leather_Sequins May 16th !,,,['gop'],"house,gop",88weighted
2048,,@Annnnnnet08 where were you on Monday then ?!,,,['gop'],"house,gop",88weighted
2049,,BREAKING : Several injuries after shooting near high school in #Atlanta . 3 ppl taken to hospital . No word if connected to students . #FOX35,#Atlanta,,['gop'],"house,gop",88weighted
2050,,test status update Fri Mar 06 20:10 : 01 EST 2015,,,['gop'],"house,gop",88weighted
2051,,"Aaron Alexis , 34 , is dead gunman in Navy Yard shooting , authorities say - The Washington Post …","Aaron Alexis,Navy Yard,The Washington Post",,['gop'],"house,gop",88weighted
2052,,It 's #Monday - what is your #MondayMotivation ?,,,['gop'],"house,gop",88weighted
2053,,RT @dieshawty : i may have a bit of an attitude,,,['gop'],"house,gop",88weighted
2054,,"Motive a mystery in Lake Butler , Fla ., shooting spree - CBS News","Lake Butler,Fla,CBS News",,['gop'],"house,gop",88weighted
2055,,@AP Forgets to mention that he was code enforcement for the city and on his phone while shooting . #ChattanoogaShooting #falseflag,,,['gop'],"house,gop",88weighted
2056,,RT @AP : BREAKING : NOPD says 12 hurt at New Orleans Mother 's Day second-line parade shooting : -RJJ,"NOPD,New Orleans,Mother 's Day",,['gop'],"house,gop",88weighted
2057,,@ByronforTREYYY natatakot nako sa mga post mo ah ! HAHAHA parang may balak ka ah . Itulog mo nalang yan haha,,,['gop'],"house,gop",88weighted
2058,,RT @NCAA_Lax : The Denver Quarterfinal takes center stage Saturday on @ESPNU . Who will advance ? #ncaaLAX,Denver,,['gop'],"house,gop",88weighted
2059,,[ LA Business News ] Snapchat apologizes again for data breach,"LA Business News,Snapchat",,['gop'],"house,gop",88weighted
2060,,Observer Ethical Awards 2015 - nominate now | Observer Ethical Awards | The Guardian,"Observer Ethical Awards 2015,Observer Ethical Awards,The Guardian",,['gop'],"house,gop",88weighted
2061,,"RT @AlabamaWBB : Alabama beats LSU , 62-45 ! First win in an SEC opener for the Tide since 2008 ! Next up , at Kentucky on Thursday . #RollTide","Alabama,LSU,the Tide,Kentucky",,['gop'],"house,gop",88weighted
2062,,Thanks for the recent follow @gavinh2010 @MariaPapapetros Happy to connect :) have a great Tuesday . ( insight by https://t.co/xP7iR9CWVl ),,,['gop'],"house,gop",88weighted
2063,,RT @Ben_Wachter10 : Come Watch one to the best rivalries in the state Franklin Vs Oak Creek Sept . 18th at Oak Creek https://t.co/FlAOHhOqOO,"Franklin,Oak Creek,Oak Creek",,['gop'],"house,gop",88weighted
2064,,@nlanghals that is not true !! but he may be a very close second !,,,['gop'],"house,gop",88weighted
2065,,Why is a domestic Breach of the Peace Actually as . 38 ? #lawblog #criminal #law …,,,['gop'],"house,gop",88weighted
2066,,"Just spoke to SMPD , confirmed situation "" still active "" at Santa Monica College where reports of shooting in library .","SMPD,Santa Monica College",,['gop'],"house,gop",88weighted
2067,,Having trouble streaming witcher 3 . Be back with some more destiny tomorrow morning . #Twitch #twitchshare #TwitchXbox @TwitchTVOnline,"witcher 3,destiny",,['gop'],"house,gop",88weighted
2068,," @pilosopo_tasho :  Tawanan mo na lang yung mga taong may ayaw sayo .""""",,,['gop'],"house,gop",88weighted
2069,,Three Major News Websites Hacked by Syrian Electronic Army : A serious security breach left three major news we ...,Syrian Electronic Army,,['gop'],"house,gop",88weighted
2070,,"Two dead , three injured in what appears to be murder/shooting/att . suicide in Peachtree Corners . # 11alivepic.twitter.com/v2mlv7jveo",Peachtree Corners,,['gop'],"house,gop",88weighted
2071,,#ClimateChange could lead to problems in coffee supply chain- shortages and an increase in price ... NOOOOOO !,,,['gop'],"house,gop",88weighted
2072,,Portland State goes up after the 3rd . Coba (@The_Cobes ) with a match-high 20 assists #GoVandals,"Portland State,Coba",,['gop'],"house,gop",88weighted
2073,,Praying for Fort Hood ! #shooting,Fort Hood,,['gop'],"house,gop",88weighted
2074,,UCLA Health System reports patient data breach ; 4.5 million may be affected ( Chad Terhune/Los Angeles Times ),"UCLA Health System,Chad,Terhune/Los Angeles Times",,['gop'],"house,gop",88weighted
2075,,"#EverydayILoveYouTrailerLaunch You're my sun , my rose , my love #PushAwardsLizQuens EILYLizQuen HeartAndSoul",,,['gop'],"house,gop",88weighted
2076,,Halloween pumpkins are much more scarey by November 7th https://t.co/mGrSJQl82x,Halloween,,['gop'],"house,gop",88weighted
2077,,2nd last practice of the season ; last game on Sun . Going to miss watchg these little guys ! Love being a #footballmama,,,['gop'],"house,gop",88weighted
2078,,RT @BenjaminBohns : Happy 1st day of spring ! Time to grow those bones ! #1stdayofspring #bones #skeleton #growingweeds,,,['gop'],"house,gop",88weighted
2079,,@Worldnews_top check out our video with spread betting tips for June 2015 :,,,['gop'],"house,gop",88weighted
2080,,RT @cwtvd : What happens now ? Watch @ChristophrWood in the season finale of #TVD THURSDAY at 8/7c ! https://t.co/4Cpe72YMZT,#TVD,,['gop'],"house,gop",88weighted
2081,,"“@KSTP : Shooting near a Minneapolis bar leaves two people with serious injuries , according to Minneapolis Police . ”","Minneapolis,Minneapolis Police",,['gop'],"house,gop",88weighted
2082,,Je perds mon pari avec ce nul d'Angers,,,['gop'],"house,gop",88weighted
2083,,“@nbcchicago : BREAKING Multiple Victims Hurt in Santa Monica College Shooting ” People are crazy as shit,Santa Monica College,,['gop'],"house,gop",88weighted
2084,,"holiday philippines posted NCAAF Vikings DT Linval Joseph hit in calf by bullet during nightclub shooting , read it here : ...","NCAAF,Vikings,Linval Joseph",,['gop'],"house,gop",88weighted
2085,,#Pittsburgh #Crime Stoppers Offering Reward In #Knoxville #Shooting - Jul 30 @ 2:37 AM ET …,#Knoxville,,['gop'],"house,gop",88weighted
2086,,"@kbgiordano that sucks , but I couldn't agree more . I've got a 10 miler in DC April 12th that I'm totally unprepared for .",,,['gop'],"house,gop",88weighted
2087,,"@IrlbacherS still at cmtte stage . Final approval of budget expected Monday . But yes , they've removed it from draft budget .",,,['gop'],"house,gop",88weighted
2088,,"Instead of just sitting around , and looking down on tomorrow , u gotta let your feet off the ground , the tim is now",,,['gop'],"house,gop",88weighted
2089,,Come out to @rhinegeist on Nov . 4th for the @CincyPromise Pep Rally ! https://t.co/OGoq2wLN6b,,,['gop'],"house,gop",88weighted
2090,,Back to reality tomorrow !,,,['gop'],"house,gop",88weighted
2091,,Three dead in Detroit shooting ; person in custody : A person of interest is in custody in connection with a ...,Detroit,,['gop'],"house,gop",88weighted
2092,,Have to start mentally preparing myself for the shit fit my nan is gonna have when she sees my tattoo on Wednesday,,,['gop'],"house,gop",88weighted
2093,,"The deceased gunman in the shooting at a naval installation in Washington DC has been identified as Aaron Alexis ,...","Washington DC,Aaron Alexis",,['gop'],"house,gop",88weighted
2094,,"Our Registration Drive begins on Monday , March 16 . Register for Y Camp ( Summer) , iCARE Nature Camp ( Summer) ,...","Y Camp,iCARE Nature Camp",,['gop'],"house,gop",88weighted
2095,,"SPC Jul 2 , 2015 2000 UTC Day 1 Convective Outlook #SevereWX",,,['gop'],"house,gop",88weighted
2096,,@KnudTiglaooo @_chocolab @ItsMeNicoooo si nico may sagot nun porket may katabing babae hahaha,,,['gop'],"house,gop",88weighted
2097,,"One dead , four wounded in Los Angeles BET Awards party shooting #breakingnews","Los Angeles,BET Awards",,['gop'],"house,gop",88weighted
2098,,RT @UW_Spirit : The deadline for the required tryout applications is tomorrow at 5pm !,,,['gop'],"house,gop",88weighted
2099,,Police : 15 hurt in Miami nightclub shooting …,Miami,,['gop'],"house,gop",88weighted
2100,,@EmathsUK @mickkay2 @gstep1 @Gray_matter2002 @alimarjam10 Mark may I share your flow chart with Maths Fac who are adopting mastery approach,,,['gop'],"house,gop",88weighted
2101,,ipod touch 2nd generation 8GB - Full read by eBay,"ipod touch 2nd generation 8GB,eBay",,['gop'],"house,gop",88weighted
2102,,RT @OfficeScenes : The Office cast Throwback Thursday !,The Office,,['gop'],"house,gop",88weighted
2103,,"Quote of the week : "" If you don't officially use the word ' breach', ' it ' never happened ."" - anonymous #cybersecurity",,,['gop'],"house,gop",88weighted
2104,,Tuesday night drinking is becoming like a Thursday night drinking #sayitaintso,,,['gop'],"house,gop",88weighted
2105,,Oh hey I got three quizzes tomorrow :(,,,['gop'],"house,gop",88weighted
2106,,"@SEAAAQZ @LucileCheer mon gros seaqz , sexe vien play",,,['gop'],"house,gop",88weighted
2107,,"800,000 Customers ' detail stolen in Data Breach at French Telecom ' Orange ' - The Hacker News …",French Telecom ' Orange,,['gop'],"house,gop",88weighted
2108,,"“@FOX29philly : 3 killed , 6 hurt in Detroit barbershop shooting . ”",Detroit,,['gop'],"house,gop",88weighted
2109,,RT @koookieelatte : pero seryoso may schoolmate ako kamuka nya si angel omg huhuu ewan pero feeling ko sa mata sila magkamuka hahaa,,,['gop'],"house,gop",88weighted
2110,,"RT @MacMiller : York , PA . I'll be there Saturday .","York,PA",,['gop'],"house,gop",88weighted
2111,,Naughty nath is that u https://t.co/Ti0EEXw52S,,,['gop'],"house,gop",88weighted
2112,,"Met pagi para sahabat twitter , have nice Sunday for all ...",,,['gop'],"house,gop",88weighted
2113,,@pnkaccessories Sunday is the day to refuel your soul . Take a moment to breathe today .,,,['gop'],"house,gop",88weighted
2114,,HAPPY BIRTHDAY NGA PALA @lolapachang ! MAY YOU HAVE MANY MORE BDAYS IN OTWOL TO COME PO ... : * -w JaDineOnTheirWingsToLondon #OTWOLAngel,OTWOL,,['gop'],"house,gop",88weighted
2115,,Breaking Chicago News : CTA bus hit by car in Uptown shooting incident ....,"Chicago,CTA",,['gop'],"house,gop",88weighted
2116,,UK police arrest third person in TalkTalk breach investigation -,"UK,TalkTalk",,['gop'],"house,gop",88weighted
2117,,"in december 2005 dell recalled approximately 22,000 laptop computer batteries , and 4 .",dell,,['gop'],"house,gop",88weighted
2118,,This San Bernardino shooting is so devastating . My hearts go out to everyone in the inland empire,San Bernardino,,['gop'],"house,gop",88weighted
2119,,Sausalito Yacht Club notifies members of #databreach #identitytheft #California,Sausalito Yacht Club,,['gop'],"house,gop",88weighted
2120,,"I stress over everthing , it could be something two years away and I'll stress like it 's something happening tomorrow . Lmao",,,['gop'],"house,gop",88weighted
2121,,RT @epuleusoff : Make it a December to remember .,,,['gop'],"house,gop",88weighted
2122,,"parinig pa sige , may araw din yon ..",,,['gop'],"house,gop",88weighted
2123,,Papakatino na po ako ngayong 2nd sem promise .,,,['gop'],"house,gop",88weighted
2124,,"I walk in the door and something stings me on my belly under my shirt . May pour rum on it . No , that'd be a waste .",,,['gop'],"house,gop",88weighted
2125,,"Dec . 11 , John 18 , ' For this I have been born , and for this I have come into the world , to testify to the truth .... https://t.co/NjMLOswq8d",John,,['gop'],"house,gop",88weighted
