,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
2308,"I call for an urgent high performance review, we finished only 6 places above the UK.",['uk'],['uk'],0.0,Eurovision,UK::*15*||,['uk'],1,[],2019-01-27 13:18:17.711458,1477,mcowling065
2309,200 million viewers.,[],['portugal'],0.0,Eurovision,,['portugal'],0,[],2019-01-27 13:18:17.712554,1478,Hildahiro
2310,42 acts.,[],['portugal'],0.0,Eurovision,,['portugal'],1,[],2019-01-27 13:18:17.712554,1478,Hildahiro
2311,1 winner.,[],['portugal'],0.0,Eurovision,,['portugal'],2,[],2019-01-27 13:18:17.712554,1478,Hildahiro
2312,"Congratulations, Portugal!",['portugal'],['portugal'],0.0,Eurovision,nan,['portugal'],3,[],2019-01-27 13:18:17.712554,1478,Hildahiro
2313,12 points to UK!,['uk'],['uk'],0.0,Eurovision,UK::*3*||,['uk'],0,[],2019-01-27 13:18:17.713138,1479,SerendipitySays
2314,YAY!,[],['uk'],0.0,Eurovision,nan,['uk'],1,[],2019-01-27 13:18:17.713138,1479,SerendipitySays
2315,10 points from Slovenia!,['slovenia'],['slovenia'],0.0,"Eurovision2017, Eurovision",Slovenia::*3*||,['slovenia'],0,[],2019-01-27 13:18:17.713647,1480,Dean0909
2316,@Dean0909 is currently making a list of obscure countries to visit.,[],['slovenia'],0.0,"Eurovision2017, Eurovision",,['slovenia'],1,[],2019-01-27 13:18:17.713647,1480,Dean0909
2317,0/10 UNTIL THAT GORILLA CAME OUT 100000/10,['gorilla'],[],0.0,"Eurovision, ITA",nan,[],0,[],2019-01-27 13:18:17.714437,1481,mattismylife97
2318,Press Conference:  🇵🇹,[],['portugal'],0.0,"Portugal, Eurovision",Press Conference::*0*1*||,"['press conference', 'ronaldo', 'portugal']",0,"['ronaldo', 'portugal']",2019-01-27 13:18:17.714690,1482,marilyn4ik
2319,"""I think the real Hero is Ronaldo for Portugal  but I am not a nationa…","['ronaldo', 'portugal']",['portugal'],0.0,"Portugal, Eurovision",Hero::*4*||Ronaldo::*6*||Portugal::*8*||,"['press conference', 'ronaldo', 'portugal']",1,"['ronaldo', 'portugal']",2019-01-27 13:18:17.714690,1482,marilyn4ik
2320,who will win it's starts in less than 2 hours enjoy the show  🇩🇰,[],[],0.0,"Eurovision, Denmark",,[],0,[],2019-01-27 13:18:17.715963,1483,sussyy1234
2321,Pl…,[],[],0.0,"Eurovision, Denmark",nan,[],1,[],2019-01-27 13:18:17.715963,1483,sussyy1234
2322,👏🏻👏🏻👏🏻 12 points,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:17.716560,1484,ShiniByakko
2323,🐵 Don't let people make a monkey out of you!,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.716742,1485,shinyrise
2324,More idioms and phrases here: …,[],[],0.0,nan,,[],1,[],2019-01-27 13:18:17.716742,1485,shinyrise
2325,Champions League,['champions league'],"['champions league', 'world cup']",0.0,Eurovision,nan,"['champions league', 'copa del rey', 'club world cup', 'super cup 🏆 fair', 'gareth bale']",0,['gareth bale ������������'],2019-01-27 13:18:17.717390,1486,2dZ0Vs2waLUgkP0
2326,Copa Del Rey,['copa del rey'],"['champions league', 'world cup']",0.0,Eurovision,nan,"['champions league', 'copa del rey', 'club world cup', 'super cup 🏆 fair', 'gareth bale']",1,['gareth bale ������������'],2019-01-27 13:18:17.717390,1486,2dZ0Vs2waLUgkP0
2327,Club World Cup,['club world cup'],"['champions league', 'world cup']",0.0,Eurovision,nan,"['champions league', 'copa del rey', 'club world cup', 'super cup 🏆 fair', 'gareth bale']",2,['gareth bale ������������'],2019-01-27 13:18:17.717390,1486,2dZ0Vs2waLUgkP0
2328,Super Cup,['super cup'],"['champions league', 'world cup']",0.0,Eurovision,nan,"['champions league', 'copa del rey', 'club world cup', 'super cup 🏆 fair', 'gareth bale']",3,['gareth bale ������������'],2019-01-27 13:18:17.717390,1486,2dZ0Vs2waLUgkP0
2329,Fair play Gareth Bale 👏🏼👏🏼👏🏼,[],"['champions league', 'world cup']",0.0,Eurovision,Gareth Bale::*2*3*||,"['champions league', 'copa del rey', 'club world cup', 'super cup 🏆 fair', 'gareth bale']",4,['gareth bale ������������'],2019-01-27 13:18:17.717390,1486,2dZ0Vs2waLUgkP0
2330,🇵🇹 wins the 2017  Song contest with 758 points!,[],[],0.0,"Portugal, Eurovision, Salvadorsobral, salvadorable",2017 Song::*3*4*||,[],0,[],2019-01-27 13:18:17.718200,1487,dzulkarnainasso
2331,Well deserved   👏🏆😍,[],[],0.0,"Portugal, Eurovision, Salvadorsobral, salvadorable",,[],1,[],2019-01-27 13:18:17.718200,1487,dzulkarnainasso
2332,*Ukrainian.,['ukranian'],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:17.718912,1488,suthernx
2333,He was NOT an Aussie.,['aussie'],[],0.0,nan,nan,[],1,[],2019-01-27 13:18:17.718912,1488,suthernx
2334,*Disclaimer: This limerick is not addressed to *,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.719234,1489,MerryPoppies
2335,Back again,[],[],0.0,Eurovision,nan,[],1,[],2019-01-27 13:18:17.719234,1489,MerryPoppies
2336,Lacking aim,[],[],0.0,Eurovision,,[],2,[],2019-01-27 13:18:17.719234,1489,MerryPoppies
2337,Trying hard to get some...,[],[],0.0,Eurovision,,[],3,[],2019-01-27 13:18:17.719234,1489,MerryPoppies
2338,@RoryHollon rasha got soooo weak at this,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.720053,1490,OhLookItsAlly
2339,@prassiooo there was a gorilla,['gorilla'],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:17.720454,1491,crysomemore
2340,@joshua_knol has been   blogging.,[],[],0.0,"eurovision, SBSEurovision, DoYourselfAFavour",nan,[],0,[],2019-01-27 13:18:17.720643,1492,justinknol
2341,and go read it...,[],[],0.0,"eurovision, SBSEurovision, DoYourselfAFavour",nan,[],1,[],2019-01-27 13:18:17.720643,1492,justinknol
2342,@Jimbo_JumpsMan I had a shocker a Chester but not sure how anyone watches  ?,['chester'],['chester'],0.0,Eurovision,Chester::*6*||,['chester'],0,['chester'],2019-01-27 13:18:17.720849,1493,SC0TNEY
2343,@conkerhimself Makes me glad I emigrated!,[],[],0.0,eurovision,Makes::*1*||,[],0,[],2019-01-27 13:18:17.721469,1494,ogettings
2344,@Basia_UK SBS interviewed one of the organizers &amp; he said many people don't believe Australia should be at .I turned it off after that,"['sbs', 'australia']",['australia'],0.0,nan,SBS::*1*||Australia::*14*||,['australia'],0,"['sbs', 'australia']",2019-01-27 13:18:17.721925,1495,AnnQld1
2345,@auroraslane Its you!,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.722878,1496,LindsayyuleS
2346,I don't know what name to call you.,[],[],0.0,Eurovision,,[],1,[],2019-01-27 13:18:17.722878,1496,LindsayyuleS
2347,It used be Kay.,['kay'],[],0.0,Eurovision,Kay::*3*||,[],2,[],2019-01-27 13:18:17.722878,1496,LindsayyuleS
2348,Can I still call you Kay?,['kay'],[],0.0,Eurovision,Kay::*5*||,[],3,[],2019-01-27 13:18:17.722878,1496,LindsayyuleS
2349,I did not watch,[],[],0.0,Eurovision,,[],4,[],2019-01-27 13:18:17.722878,1496,LindsayyuleS
2350,@Asynca ICYMI: Portugal won  2017.,['portugal'],['portugal'],0.0,Eurovision,ICYMI::*1*||Portugal::*2*||,['portugal'],0,['portugal'],2019-01-27 13:18:17.724104,1497,MikeWu36
2351,"Lovely song; alas, I can't understand it :( Would it have beat , though?",[],['portugal'],0.0,Eurovision,,['portugal'],1,['portugal'],2019-01-27 13:18:17.724104,1497,MikeWu36
2352,@AFP Seriously @AFP ?,[],[],0.0,Eurovision,Seriously::*1*||,[],0,[],2019-01-27 13:18:17.725234,1498,Liligsilva
2353,What on earth has to do his hart condition with wining the  contest?,[],[],0.0,Eurovision,,[],1,[],2019-01-27 13:18:17.725234,1498,Liligsilva
2354,【LINETheme】,[],[],0.0,"Castle, Devil",nan,[],0,[],2019-01-27 13:18:17.726032,1499,CyakiZengo
2355,bat dances in the clouds and blue moonlight,[],[],0.0,"Castle, Devil",,[],1,[],2019-01-27 13:18:17.726032,1499,CyakiZengo
2356,⬇【Store】,[],[],0.0,"Castle, Devil",nan,[],2,[],2019-01-27 13:18:17.726032,1499,CyakiZengo
2357,[7hjz/dzt3] I VOTE FOR FOR THE  TOP SOCIAL ARTIST AWARD  ARMY…—&gt;&gt; &lt;&lt;—BORDER—EXPECTATION VS REALITY —HAPPY MOTH…,[],['social artist'],0.0,"BTSBBMAS, BTSBBMAS, EUROVISION",VOTE::*3*||TOP SOCIAL ARTIST AWARD ARMY::*7*8*9*10*11*||VS REALITY —HAPPY MOTH::*13*14*15*16*||,[],0,[],2019-01-27 13:18:17.726585,1500,recentideas
2358,"""You gotta get off your [insert expletive here]""",[],[],0.0,"eurovision, austria",,[],0,[],2019-01-27 13:18:17.727658,1501,jojothehobbit
2359,"""What's  like?",[],[],0.0,Eurovision,nan,[],0,[],2019-01-27 13:18:17.728054,1502,kaotik4266
2360,"Well... um...""",[],[],0.0,Eurovision,,[],1,[],2019-01-27 13:18:17.728054,1502,kaotik4266
2361,"""We live in a world of fast food music.",[],['fast food music'],0.0,nan,,[],0,[],2019-01-27 13:18:17.728466,1503,noicingcupcake
2362,"It is a victory for music... music isn't fireworks, music is feeling.""",[],['fast food music'],0.0,nan,,[],1,[],2019-01-27 13:18:17.728466,1503,noicingcupcake
2363,-Sobral,[],['fast food music'],0.0,nan,nan,[],2,[],2019-01-27 13:18:17.728466,1503,noicingcupcake
2364,"""Sure, Portugal's song was good but you can't tell me Spurs didn't deserve to win ""","['portugal', 'spurs']",['portugal'],0.0,Eurovision,Portugal's::*1*||Spurs::*10*||,['portugal'],0,['spurs'],2019-01-27 13:18:17.729287,1504,Dan_Fuller1
2365,"""Now's your chance, it's right, the moment is right""",[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.730190,1505,ollyyork_
2366,"""Music is not fireworks, music is feelings""",[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.730627,1506,JuanpiDelgado
2367,"""Music is feeling… It's not about fireworks…""",[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.730983,1507,grantmondano555
2368,👏🏼GO👏🏼AND👏🏼FUCK👏🏼YOUR👏🏼BORING👏🏼ARSED👏🏼SONG👏🏼UP👏🏼YOUR👏🏼BORING👏🏼ARSE👏🏼…,[],[],0.0,nan,nan,[],1,[],2019-01-27 13:18:17.730983,1507,grantmondano555
2369,"""Life is like riding a bicycle.",[],['albert einstein'],0.0,Eurovision,,['albert einstein'],0,['albert einstein'],2019-01-27 13:18:17.731492,1508,tolajobjobs
2370,"To keep your balance you must keep  moving"" - Albert Einstein",['albert einstein'],['albert einstein'],0.0,Eurovision,Albert Einstein::*9*10*||,['albert einstein'],1,['albert einstein'],2019-01-27 13:18:17.731492,1508,tolajobjobs
2371,"""I'll tell you who else gave 12 points to  """,[],[],0.0,"Austria, Eurovision",,[],0,[],2019-01-27 13:18:17.732271,1509,GuyCLJohnston
2372,"""Good evening Ukraine, this is the United Kingdom calling....And our 53 points go to the United Kingdom""…","['ukraine', 'united kingdom']","['united kingdom', 'united kingdom', 'ukraine']",0.0,nan,Ukraine::*2*||United Kingdom::*6*7*||United Kingdom::*16*17*||,"['ukraine', 'united kingdom', 'united kingdom']",0,"['united kingdom', 'united kingdom""…']",2019-01-27 13:18:17.732726,1510,crowmaidarling
2373,"""Good evening Ukraine this is London calling, the United Kingdom gives all of our 105 points to the United Kingdom""…","['ukraine', 'united kingdom']","['united kingdom', 'united kingdom', 'london', 'ukraine']",0.0,nan,Ukraine::*2*||London::*5*||United Kingdom::*8*9*||United Kingdom::*18*19*||,"['ukraine', 'london', 'united kingdom', 'united kingdom']",0,"['ukraine', 'london', 'united kingdom', 'united kingdom""…']",2019-01-27 13:18:17.733707,1511,DermotMeagher
2374,"""Do it for your lava, do it for your lava, lavalavalava""",[],[],0.0,"Eurovision, ESP",,[],0,[],2019-01-27 13:18:17.734959,1512,CernSkull
2375,"""Can you hold my mic.",[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.735383,1513,williammoalaeua
2376,"I want to do up my top button.""",[],[],0.0,Eurovision,,[],1,[],2019-01-27 13:18:17.735383,1513,williammoalaeua
2377,"""But you're performing.""",[],[],0.0,Eurovision,,[],2,[],2019-01-27 13:18:17.735383,1513,williammoalaeua
2378,"""Just do it.""",[],[],0.0,Eurovision,nan,[],3,[],2019-01-27 13:18:17.735383,1513,williammoalaeua
2379,"""OK.""",[],[],0.0,Eurovision,nan,[],4,[],2019-01-27 13:18:17.735383,1513,williammoalaeua
2380,This year's  theme is diversity',[],[],0.0,eurovision,,[],0,[],2019-01-27 13:18:17.736327,1514,h_mullane_
2381,'Introducing your hosts... 3 white men',[],[],0.0,eurovision,,[],1,[],2019-01-27 13:18:17.736327,1514,h_mullane_
2382,Spain: Muslims call for marriage to Christian women to strengthen Islam',"['spain', 'muslims', 'christian', 'islam']",['spain'],0.0,"Jihad, Eurovision",Muslims::*1*||Christian::*6*||Islam::*10*||,"['spain', 'christian', 'strengthen islam']",0,[],2019-01-27 13:18:17.736925,1515,zlando
2383,s  is 's 'cool karma chameleon' and also a big favourite!,[],[],0.0,"Italy, FrancescoGabbani, Eurovision",nan,[],0,[],2019-01-27 13:18:17.737838,1516,dzulkarnainasso
2384,@SBSNews Can now confirm the  streaker was NOT Australian - but Vitalii Sediuk @SBSNews @SBSEurovision,"['australia', 'vitalii sediuk']",[],0.0,Eurovision,Australian::*8*||Vitalii Sediuk::*11*12*||,[],0,[],2019-01-27 13:18:17.738025,1517,tanuq_w
2385,"@Dean0909 says, ""Norway's points announcers are Village Of The Damned!""",['norway'],['norway'],0.0,"Eurovision2017, Eurovision",Norway's::*2*||Village Of The Damned::*6*7*8*9*||,['norway'],0,[],2019-01-27 13:18:17.738804,1518,Dean0909
2386,"@Dean0909 says, ""I think we really are getting a cold shoulder from Europe tonight.""",['europe'],['europe'],0.0,"Eurovision2017, Eurovision",Europe::*12*||,['europe'],0,['europe'],2019-01-27 13:18:17.739809,1519,Dean0909
2387,@BoJackHorseman cashing that paycheck,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.740914,1520,resistance0101
2388,Father,[],[],0.0,"Eurovision, Villain, harrystylesalbum, escita, eurovisiongr, いつ呼ばれるクポ",nan,[],0,[],2019-01-27 13:18:17.741387,1521,chk0718
2389,-100/10 WORST COUNTRY  NOR,[],[],0.0,Eurovision,nan,[],0,[],2019-01-27 13:18:17.741634,1522,mattismylife97
2390,won  w/song on .s  atrocities last yr = good  for Rus public while  &amp;  public distracted,['rus'],[],0.0,"Ukraine, Eurovision, Russia, WWII, propaganda, NATO",Rus::*11*||,[],0,[],2019-01-27 13:18:17.741807,1523,RedQRedT
2391,When are you going to be good again.,[],[],0.0,eurovision,,[],0,[],2019-01-27 13:18:17.742575,1524,ChefSJ
2392,too much like American singing contests.,['american'],[],0.0,eurovision,American::*3*||,[],1,[],2019-01-27 13:18:17.742575,1524,ChefSJ
2393,YAWN.,[],[],0.0,eurovision,nan,[],2,[],2019-01-27 13:18:17.742575,1524,ChefSJ
2394,was trending yesterday because of .,[],[],0.0,"romania, eurovision, yodel",,[],0,[],2019-01-27 13:18:17.743310,1525,cristescu
2395,We did the  song.,[],[],0.0,"romania, eurovision, yodel",,[],1,[],2019-01-27 13:18:17.743310,1525,cristescu
2396,Ukraine's president cancels  visit after deadly shelling in east,['ukraine'],"['president', 'ukraine']",0.0,"BREAKING, Eurovision",,['ukraine'],0,[],2019-01-27 13:18:17.743810,1526,Scoobydoo007
2397,tonight 7 Irish lads in Kiev looking for tickets if any one could help out we drove over @RTE2fm…,"['irish', 'kiev']",['kiev'],0.0,EUROVISION,7 Irish::*1*2*||Kiev::*5*||,['kiev'],0,['kiev'],2019-01-27 13:18:17.744235,1527,kXfu5Bgmn2FIiSx
2398,"terrorists beating a boy to death for 'STANDING' near , a goddess of .",[],['un'],0.0,"Hindu, COW, Hindus, utsagrad17, MothersDay",STANDING::*7*||,[],0,[],2019-01-27 13:18:17.745277,1528,Mudifer
2399,@UN,[],['un'],0.0,"Hindu, COW, Hindus, utsagrad17, MothersDay",,[],1,[],2019-01-27 13:18:17.745277,1528,Mudifer
2400,subtitles on point this year...,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.745985,1529,ScarOnTheSky
2401,Amazing.,[],[],0.0,Eurovision,nan,[],1,[],2019-01-27 13:18:17.745985,1529,ScarOnTheSky
2402,@bbceurovision,[],[],0.0,Eurovision,,[],2,[],2019-01-27 13:18:17.745985,1529,ScarOnTheSky
2403,plays:,[],['roger pontare'],0.0,Eurovision,,['roger pontare'],0,['roger pontare'],2019-01-27 13:18:17.746449,1530,eurosongradio
2404,Roger Pontare - Himmel Och Hav,"['roger pontare', 'himmel och hav']",['roger pontare'],0.0,Eurovision,Roger Pontare::*0*1*||Himmel Och Hav::*3*4*5*||,['roger pontare'],1,['roger pontare'],2019-01-27 13:18:17.746449,1530,eurosongradio
2405,from 2017,[],['roger pontare'],0.0,Eurovision,nan,['roger pontare'],2,['roger pontare'],2019-01-27 13:18:17.746449,1530,eurosongradio
2406,"Name a more iconic duo, I'll wait.",[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.747206,1531,lp1360
2407,Mike Dean  Liberty University  Stoke  Ohio High School Student Des,"['mike dean', 'libery university', 'stoke ohio high school', 'des', 'ohio']","['mike dean', 'liberty university']",0.0,"Eurovision, paparazzi, Timeless, CurseTheToryParty",nan,['mike dean liberty university stoke ohio high school'],0,['mike dean liberty university stoke ohio high school student des'],2019-01-27 13:18:17.747655,1532,vip_scandals
2408,Mike Dean  Liberty University  Stoke  Greyson Chance Collabs With,"['mike dean', 'libery university', 'stoke greyson', 'collabs']","['mike dean', 'liberty university']",0.0,"Eurovision, paparazzi, Timeless, CurseTheToryParty",nan,['mike dean liberty university stoke'],0,['mike dean liberty university stoke greyson chance collabs'],2019-01-27 13:18:17.748020,1533,vip_scandals
2409,Mike Dean  Liberty University  Stoke  Do Joe Jonas &amp; Sophie Turner,"['mike dean', 'libery university', 'stoke', 'do joe jonas', 'sophie turner']","['mike dean', 'sophie turner', 'joe jonas', 'liberty university']",0.0,"Eurovision, paparazzi, Timeless, CurseTheToryParty",Mike Dean Liberty University Stoke::*0*1*2*3*4*||Joe Jonas::*6*7*||Sophie Turner::*9*10*||,"['mike dean liberty university stoke', 'joe jonas', 'sophie turner']",0,['joe jonas &amp; sophie turner'],2019-01-27 13:18:17.748360,1534,vip_scandals
2410,Mike Dean  Liberty University  Stoke  Coronation Street spoilers:,"['mike dean', 'libery university', 'stoke']","['liberty university', 'mike dean']",0.0,"Eurovision, paparazzi, Timeless, CurseTheToryParty",,['mike dean liberty university stoke coronation street'],0,[],2019-01-27 13:18:17.749173,1535,vip_scandals
2411,Mike Dean  Liberty University  Stoke  ‘Baywatch’ Babe Donna D’Erri,"['mike dean', 'libery university', 'stoke', 'baywatch', ""donna d'erri""]","['mike dean', 'liberty university']",0.0,"Eurovision, paparazzi, Timeless, CurseTheToryParty",nan,"['mike dean liberty university stoke', 'donna d’erri']",0,"['mike dean liberty university stoke', 'donna d’erri']",2019-01-27 13:18:17.749722,1536,vip_scandals
2412,Kid from Up grown up fast,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.750175,1537,BulbasaursBane
2413,is over for another year — here's some of the funniest Tweets.,[],[],0.0,Eurovision,Tweets::*11*||,[],0,[],2019-01-27 13:18:17.750526,1538,Alex19401
2414,is over for another year,[],[],0.0,Eurovision,nan,[],0,[],2019-01-27 13:18:17.751112,1539,kimoimichi
2415,in  @blanchemusicbe From    @Eurovision @EurovisionMex…,[],[],0.0,"Belgium, Eurovision, Mexico, CelebrateDiversity, DouzePoints",,[],0,[],2019-01-27 13:18:17.751288,1540,EurovisionMex
2416,I didnt know Sam from game of thrones was from Croatia..,"['sam', 'game of thrones', 'croatia']",[],0.0,Eurovision,Sam::*3*||Croatia::*10*||,"['sam', 'croatia']",0,['sam'],2019-01-27 13:18:17.751701,1541,H3JUPT5WQXnmCVb
2417,I demand another vote!,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.752363,1542,man0107
2418,"Harsh, but fair.",[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.752710,1543,OfMiceandSophie
2419,gears up for  visitors in,[],[],0.0,"JabalAkhdar, summer, Oman, SNLLiveCoastToCoast, Eurovision, Muscat",nan,[],0,[],2019-01-27 13:18:17.753044,1544,OmansFriends
2420,@timesofoman,[],[],0.0,"JabalAkhdar, summer, Oman, SNLLiveCoastToCoast, Eurovision, Muscat",nan,[],1,[],2019-01-27 13:18:17.753044,1544,OmansFriends
2421,"Female Genital Mutilation, is Islamic authorized form of child abuse!","['female genital mutilation', 'islamic']",[],0.0,FGM,Female Genital Mutilation::*0*1*2*||Islamic::*4*||,['female genital mutilation'],0,[],2019-01-27 13:18:17.753255,1545,TamaraOnStuff
2422,Why is the world silent?,[],[],0.0,FGM,,['female genital mutilation'],1,[],2019-01-27 13:18:17.753255,1545,TamaraOnStuff
